assetId,zoneId,assetType,criticalityLevel,operationalStatus,hallId,rowId,rackId,capacityGroupId,assetClass
ASSET-GEN-GPU-SCN-20260648,ZONE-GEN-COMPUTE,GPU Pod,critical,degraded,HALL-GEN-038,ROW-GEN-038,RACK-GEN-038,GPU-POD-GEN-038,INFRASTRUCTURE
ASSET-GEN-UPS-SCN-20260648,ZONE-GEN-POWER,UPS Feed,critical,stable,HALL-GEN-038,ROW-GEN-038,POWER-RACK-GEN-038,,POWER
ASSET-GEN-CHW-SCN-20260648,ZONE-GEN-COOLING,Chilled Water Loop,high,degraded,HALL-GEN-038,,,,COOLING
ASSET-GEN-DCIM-SCN-20260648,ZONE-GEN-COMPUTE,DCIM Telemetry Bridge,high,stable,HALL-GEN-038,ROW-GEN-038,RACK-GEN-038,GPU-POD-GEN-038,CONTROL_TELEMETRY
ASSET-GEN-GPU-SCN-20260649,ZONE-GEN-COMPUTE,GPU Pod,critical,monitor,HALL-GEN-039,ROW-GEN-039,RACK-GEN-039,GPU-POD-GEN-039,INFRASTRUCTURE
ASSET-GEN-UPS-SCN-20260649,ZONE-GEN-POWER,UPS Feed,critical,stable,HALL-GEN-039,ROW-GEN-039,POWER-RACK-GEN-039,,POWER
ASSET-GEN-CHW-SCN-20260649,ZONE-GEN-COOLING,Chilled Water Loop,high,stable,HALL-GEN-039,,,,COOLING
ASSET-GEN-DCIM-SCN-20260649,ZONE-GEN-COMPUTE,DCIM Telemetry Bridge,high,degraded,HALL-GEN-039,ROW-GEN-039,RACK-GEN-039,GPU-POD-GEN-039,CONTROL_TELEMETRY
ASSET-GEN-GPU-SCN-20260650,ZONE-GEN-COMPUTE,GPU Pod,critical,degraded,HALL-GEN-040,ROW-GEN-040,RACK-GEN-040,GPU-POD-GEN-040,INFRASTRUCTURE
ASSET-GEN-UPS-SCN-20260650,ZONE-GEN-POWER,UPS Feed,critical,stable,HALL-GEN-040,ROW-GEN-040,POWER-RACK-GEN-040,,POWER
ASSET-GEN-CHW-SCN-20260650,ZONE-GEN-COOLING,Chilled Water Loop,high,stable,HALL-GEN-040,,,,COOLING
ASSET-GEN-DCIM-SCN-20260650,ZONE-GEN-COMPUTE,DCIM Telemetry Bridge,high,stable,HALL-GEN-040,ROW-GEN-040,RACK-GEN-040,GPU-POD-GEN-040,CONTROL_TELEMETRY
ASSET-GEN-GPU-SCN-20260651,ZONE-GEN-COMPUTE,GPU Pod,critical,monitor,HALL-GEN-041,ROW-GEN-041,RACK-GEN-041,GPU-POD-GEN-041,INFRASTRUCTURE
ASSET-GEN-UPS-SCN-20260651,ZONE-GEN-POWER,UPS Feed,critical,monitor,HALL-GEN-041,ROW-GEN-041,POWER-RACK-GEN-041,,POWER
ASSET-GEN-CHW-SCN-20260651,ZONE-GEN-COOLING,Chilled Water Loop,high,stable,HALL-GEN-041,,,,COOLING
ASSET-GEN-DCIM-SCN-20260651,ZONE-GEN-COMPUTE,DCIM Telemetry Bridge,high,stable,HALL-GEN-041,ROW-GEN-041,RACK-GEN-041,GPU-POD-GEN-041,CONTROL_TELEMETRY
ASSET-GEN-GPU-SCN-20260652,ZONE-GEN-COMPUTE,GPU Pod,critical,degraded,HALL-GEN-042,ROW-GEN-042,RACK-GEN-042,GPU-POD-GEN-042,INFRASTRUCTURE
ASSET-GEN-UPS-SCN-20260652,ZONE-GEN-POWER,UPS Feed,critical,monitor,HALL-GEN-042,ROW-GEN-042,POWER-RACK-GEN-042,,POWER
ASSET-GEN-CHW-SCN-20260652,ZONE-GEN-COOLING,Chilled Water Loop,high,monitor,HALL-GEN-042,,,,COOLING
ASSET-GEN-DCIM-SCN-20260652,ZONE-GEN-COMPUTE,DCIM Telemetry Bridge,high,stable,HALL-GEN-042,ROW-GEN-042,RACK-GEN-042,GPU-POD-GEN-042,CONTROL_TELEMETRY
ASSET-GEN-GPU-SCN-20260653,ZONE-GEN-COMPUTE,GPU Pod,critical,degraded,HALL-GEN-043,ROW-GEN-043,RACK-GEN-043,GPU-POD-GEN-043,INFRASTRUCTURE
ASSET-GEN-UPS-SCN-20260653,ZONE-GEN-POWER,UPS Feed,critical,degraded,HALL-GEN-043,ROW-GEN-043,POWER-RACK-GEN-043,,POWER
ASSET-GEN-CHW-SCN-20260653,ZONE-GEN-COOLING,Chilled Water Loop,high,stable,HALL-GEN-043,,,,COOLING
ASSET-GEN-DCIM-SCN-20260653,ZONE-GEN-COMPUTE,DCIM Telemetry Bridge,high,degraded,HALL-GEN-043,ROW-GEN-043,RACK-GEN-043,GPU-POD-GEN-043,CONTROL_TELEMETRY
ASSET-GEN-GPU-SCN-20260654,ZONE-GEN-COMPUTE,GPU Pod,critical,degraded,HALL-GEN-044,ROW-GEN-044,RACK-GEN-044,GPU-POD-GEN-044,INFRASTRUCTURE
ASSET-GEN-UPS-SCN-20260654,ZONE-GEN-POWER,UPS Feed,critical,monitor,HALL-GEN-044,ROW-GEN-044,POWER-RACK-GEN-044,,POWER
ASSET-GEN-CHW-SCN-20260654,ZONE-GEN-COOLING,Chilled Water Loop,high,stable,HALL-GEN-044,,,,COOLING
ASSET-GEN-DCIM-SCN-20260654,ZONE-GEN-COMPUTE,DCIM Telemetry Bridge,high,stable,HALL-GEN-044,ROW-GEN-044,RACK-GEN-044,GPU-POD-GEN-044,CONTROL_TELEMETRY
ASSET-GEN-GPU-SCN-20260655,ZONE-GEN-COMPUTE,GPU Pod,critical,degraded,HALL-GEN-045,ROW-GEN-045,RACK-GEN-045,GPU-POD-GEN-045,INFRASTRUCTURE
ASSET-GEN-UPS-SCN-20260655,ZONE-GEN-POWER,UPS Feed,critical,stable,HALL-GEN-045,ROW-GEN-045,POWER-RACK-GEN-045,,POWER
ASSET-GEN-CHW-SCN-20260655,ZONE-GEN-COOLING,Chilled Water Loop,high,degraded,HALL-GEN-045,,,,COOLING
ASSET-GEN-DCIM-SCN-20260655,ZONE-GEN-COMPUTE,DCIM Telemetry Bridge,high,stable,HALL-GEN-045,ROW-GEN-045,RACK-GEN-045,GPU-POD-GEN-045,CONTROL_TELEMETRY
ASSET-GEN-GPU-SCN-20260656,ZONE-GEN-COMPUTE,GPU Pod,critical,monitor,HALL-GEN-046,ROW-GEN-046,RACK-GEN-046,GPU-POD-GEN-046,INFRASTRUCTURE
ASSET-GEN-UPS-SCN-20260656,ZONE-GEN-POWER,UPS Feed,critical,stable,HALL-GEN-046,ROW-GEN-046,POWER-RACK-GEN-046,,POWER
ASSET-GEN-CHW-SCN-20260656,ZONE-GEN-COOLING,Chilled Water Loop,high,stable,HALL-GEN-046,,,,COOLING
ASSET-GEN-DCIM-SCN-20260656,ZONE-GEN-COMPUTE,DCIM Telemetry Bridge,high,degraded,HALL-GEN-046,ROW-GEN-046,RACK-GEN-046,GPU-POD-GEN-046,CONTROL_TELEMETRY
ASSET-GEN-GPU-SCN-20260657,ZONE-GEN-COMPUTE,GPU Pod,critical,degraded,HALL-GEN-047,ROW-GEN-047,RACK-GEN-047,GPU-POD-GEN-047,INFRASTRUCTURE
ASSET-GEN-UPS-SCN-20260657,ZONE-GEN-POWER,UPS Feed,critical,stable,HALL-GEN-047,ROW-GEN-047,POWER-RACK-GEN-047,,POWER
ASSET-GEN-CHW-SCN-20260657,ZONE-GEN-COOLING,Chilled Water Loop,high,stable,HALL-GEN-047,,,,COOLING
ASSET-GEN-DCIM-SCN-20260657,ZONE-GEN-COMPUTE,DCIM Telemetry Bridge,high,stable,HALL-GEN-047,ROW-GEN-047,RACK-GEN-047,GPU-POD-GEN-047,CONTROL_TELEMETRY
ASSET-GEN-GPU-SCN-20260658,ZONE-GEN-COMPUTE,GPU Pod,critical,monitor,HALL-GEN-048,ROW-GEN-048,RACK-GEN-048,GPU-POD-GEN-048,INFRASTRUCTURE
ASSET-GEN-UPS-SCN-20260658,ZONE-GEN-POWER,UPS Feed,critical,monitor,HALL-GEN-048,ROW-GEN-048,POWER-RACK-GEN-048,,POWER
ASSET-GEN-CHW-SCN-20260658,ZONE-GEN-COOLING,Chilled Water Loop,high,stable,HALL-GEN-048,,,,COOLING
ASSET-GEN-DCIM-SCN-20260658,ZONE-GEN-COMPUTE,DCIM Telemetry Bridge,high,stable,HALL-GEN-048,ROW-GEN-048,RACK-GEN-048,GPU-POD-GEN-048,CONTROL_TELEMETRY
